Reactive Agent,Reactive Agent
-203.0,201.0
-204.0,200.0
-205.0,199.0
-206.0,198.0
-207.0,197.0
-208.0,196.0
-209.0,195.0
-109.0,194.0
-110.0,193.0
-111.0,192.0
-112.0,191.0
-113.0,190.0
-114.0,189.0
-115.0,188.0
-116.0,187.0
-117.0,186.0
-118.0,185.0
-119.0,184.0
-120.0,183.0
-121.0,182.0
-122.0,181.0
-123.0,180.0
-124.0,179.0
-125.0,178.0
-126.0,177.0
-127.0,176.0
-128.0,175.0
-129.0,174.0
-29.0,173.0
-30.0,172.0
-31.0,171.0
69.0,170.0
68.0,169.0
67.0,168.0
66.0,167.0
65.0,166.0
64.0,165.0
63.0,164.0
62.0,163.0
61.0,162.0
60.0,161.0
59.0,160.0
58.0,159.0
57.0,158.0
56.0,157.0
55.0,156.0
54.0,155.0
53.0,154.0
52.0,153.0
51.0,152.0
50.0,151.0
49.0,150.0
48.0,149.0
47.0,148.0
46.0,147.0
45.0,146.0
44.0,145.0
43.0,144.0
42.0,143.0
41.0,142.0
40.0,141.0
39.0,140.0
38.0,139.0
37.0,138.0
36.0,137.0
35.0,136.0
34.0,135.0
33.0,134.0
32.0,133.0
31.0,132.0
30.0,131.0
29.0,130.0
129.0,129.0
128.0,128.0
127.0,127.0
126.0,126.0
125.0,125.0
124.0,124.0
123.0,123.0
122.0,122.0
121.0,121.0
120.0,120.0
119.0,119.0
118.0,118.0
117.0,117.0
116.0,116.0
115.0,115.0
114.0,114.0
113.0,113.0
112.0,112.0
111.0,111.0
110.0,110.0
109.0,109.0
108.0,108.0
107.0,107.0
106.0,106.0
105.0,105.0
104.0,104.0
103.0,103.0
102.0,102.0
101.0,101.0
100.0,100.0
99.0,99.0
98.0,98.0
97.0,97.0
96.0,96.0
95.0,95.0
94.0,94.0
93.0,93.0
92.0,92.0
91.0,91.0
90.0,90.0
89.0,89.0
88.0,88.0
87.0,87.0
86.0,86.0
85.0,85.0
84.0,84.0
83.0,83.0
82.0,82.0
81.0,81.0
80.0,80.0
79.0,79.0
78.0,78.0
77.0,77.0
76.0,76.0
75.0,75.0
74.0,74.0
73.0,73.0
72.0,72.0
71.0,71.0
70.0,70.0
69.0,69.0
68.0,68.0
67.0,67.0
66.0,66.0
65.0,65.0
64.0,64.0
164.0,63.0
163.0,62.0
162.0,61.0
262.0,60.0
261.0,59.0
260.0,58.0
259.0,57.0
258.0,56.0
257.0,55.0
256.0,54.0
255.0,53.0
254.0,52.0
253.0,51.0
252.0,50.0
251.0,49.0
250.0,48.0
249.0,47.0
248.0,46.0
247.0,45.0
246.0,44.0
245.0,43.0
244.0,42.0
243.0,41.0
242.0,40.0
241.0,39.0
240.0,38.0
239.0,37.0
238.0,36.0
237.0,35.0
236.0,34.0
235.0,33.0
234.0,32.0
233.0,31.0
232.0,30.0
231.0,29.0
230.0,28.0
229.0,27.0
228.0,26.0
227.0,25.0
226.0,24.0
225.0,23.0
224.0,22.0
223.0,21.0
222.0,20.0
221.0,19.0
220.0,18.0
219.0,17.0
218.0,16.0
217.0,15.0
216.0,14.0
215.0,13.0
214.0,12.0
213.0,11.0
212.0,10.0
211.0,9.0
210.0,8.0
209.0,7.0
208.0,6.0
207.0,5.0
206.0,4.0
205.0,3.0
204.0,2.0
203.0,1.0
202.0,0.0
201.0,-1.0
200.0,-2.0
199.0,-3.0
198.0,-4.0
197.0,-5.0
196.0,-6.0
195.0,-7.0
194.0,-8.0
193.0,-9.0
192.0,-10.0
191.0,-11.0
190.0,-12.0
189.0,-13.0
188.0,-14.0
187.0,-15.0
186.0,-16.0
185.0,-17.0
184.0,-18.0
183.0,-19.0
182.0,-20.0
181.0,-21.0
180.0,-22.0
179.0,-23.0
178.0,-24.0
177.0,-25.0
176.0,-26.0
276.0,-27.0
275.0,-28.0
274.0,-29.0
273.0,-30.0
272.0,-31.0
271.0,-32.0
270.0,-33.0
269.0,-34.0
268.0,-35.0
267.0,-36.0
266.0,-37.0
265.0,-38.0
264.0,-39.0
263.0,-40.0
262.0,-41.0
261.0,-42.0
260.0,-43.0
259.0,-44.0
258.0,-45.0
257.0,-46.0
256.0,-47.0
255.0,-48.0
355.0,-49.0
354.0,-50.0
353.0,-51.0
352.0,-52.0
452.0,-53.0
451.0,-54.0
450.0,-55.0
449.0,-56.0
448.0,-57.0
447.0,-58.0
446.0,-59.0
445.0,-60.0
444.0,-61.0
443.0,-62.0
442.0,-63.0
441.0,-64.0
440.0,-65.0
439.0,-66.0
438.0,-67.0
437.0,-68.0
436.0,-69.0
435.0,-70.0
434.0,-71.0
433.0,-72.0
432.0,-73.0
431.0,-74.0
430.0,-75.0
429.0,-76.0
428.0,-77.0
427.0,-78.0
426.0,-79.0
425.0,-80.0
424.0,-81.0
423.0,-82.0
422.0,-83.0
522.0,-84.0
622.0,-85.0
621.0,-86.0
620.0,-87.0
619.0,-88.0
618.0,-89.0
617.0,-90.0
616.0,-91.0
615.0,-92.0
614.0,-93.0
613.0,-94.0
612.0,-95.0
611.0,-96.0
610.0,-97.0
609.0,-98.0
608.0,-99.0
607.0,-100.0
606.0,-101.0
605.0,-102.0
604.0,-103.0
603.0,-104.0
602.0,-105.0
601.0,-106.0
600.0,-107.0
599.0,-108.0
598.0,-109.0
597.0,-110.0
596.0,-111.0
595.0,-112.0
594.0,-113.0
593.0,-114.0
592.0,-115.0
591.0,-116.0
590.0,-117.0
589.0,-118.0
588.0,-119.0
587.0,-120.0
586.0,-121.0
585.0,-122.0
584.0,-123.0
583.0,-124.0
582.0,-125.0
581.0,-126.0
580.0,-127.0
579.0,-128.0
578.0,-129.0
577.0,-130.0
576.0,-131.0
575.0,-132.0
574.0,-133.0
573.0,-134.0
572.0,-135.0
672.0,-136.0
671.0,-137.0
771.0,-138.0
770.0,-139.0
769.0,-140.0
768.0,-141.0
767.0,-142.0
766.0,-143.0
765.0,-144.0
764.0,-145.0
763.0,-146.0
762.0,-147.0
761.0,-148.0
760.0,-149.0
759.0,-150.0
758.0,-151.0
757.0,-152.0
756.0,-153.0
755.0,-154.0
754.0,-155.0
753.0,-156.0
752.0,-157.0
751.0,-158.0
750.0,-159.0
749.0,-160.0
748.0,-161.0
747.0,-162.0
746.0,-163.0
745.0,-164.0
744.0,-165.0
743.0,-166.0
742.0,-167.0
741.0,-168.0
740.0,-169.0
739.0,-170.0
738.0,-171.0
737.0,-172.0
736.0,-173.0
735.0,-174.0
734.0,-175.0
733.0,-176.0
732.0,-177.0
731.0,-178.0
730.0,-179.0
729.0,-180.0
728.0,-181.0
727.0,-182.0
726.0,-82.0
725.0,-83.0
724.0,-84.0
723.0,-85.0
722.0,-86.0
721.0,-87.0
720.0,-88.0
820.0,-89.0
920.0,-90.0
919.0,-91.0
918.0,-92.0
917.0,-93.0
916.0,-94.0
915.0,-95.0
914.0,-96.0
913.0,-97.0
912.0,-98.0
911.0,-99.0
910.0,-100.0
909.0,-101.0
908.0,-102.0
907.0,-103.0
906.0,-104.0
905.0,-105.0
904.0,-106.0
903.0,-107.0
902.0,-108.0
901.0,-109.0
900.0,-110.0
899.0,-111.0
898.0,-112.0
897.0,-113.0
896.0,-114.0
895.0,-115.0
894.0,-116.0
893.0,-117.0
892.0,-118.0
891.0,-119.0
890.0,-120.0
889.0,-121.0
888.0,-122.0
887.0,-123.0
886.0,-124.0
885.0,-125.0
884.0,-126.0
883.0,-127.0
882.0,-128.0
881.0,-129.0
880.0,-130.0
879.0,-131.0
878.0,-132.0
877.0,-133.0
876.0,-134.0
875.0,-135.0
874.0,-136.0
873.0,-137.0
872.0,-138.0
871.0,-139.0
870.0,-140.0
869.0,-141.0
868.0,-142.0
867.0,-143.0
866.0,-144.0
865.0,-145.0
864.0,-146.0
863.0,-147.0
862.0,-148.0
861.0,-149.0
860.0,-150.0
859.0,-151.0
858.0,-152.0
857.0,-153.0
856.0,-154.0
855.0,-155.0
854.0,-156.0
853.0,-157.0
852.0,-158.0
851.0,-159.0
850.0,-160.0
849.0,-161.0
848.0,-162.0
847.0,-163.0
846.0,-164.0
845.0,-165.0
844.0,-166.0
843.0,-167.0
842.0,-168.0
841.0,-169.0
840.0,-170.0
839.0,-171.0
838.0,-172.0
837.0,-173.0
836.0,-174.0
835.0,-175.0
834.0,-176.0
833.0,-177.0
832.0,-178.0
831.0,-179.0
830.0,-180.0
829.0,-181.0
828.0,-182.0
827.0,-183.0
826.0,-184.0
825.0,-185.0
824.0,-186.0
823.0,-187.0
822.0,-188.0
821.0,-189.0
820.0,-190.0
819.0,-191.0
818.0,-192.0
817.0,-193.0
816.0,-194.0
815.0,-195.0
814.0,-196.0
813.0,-197.0
812.0,-198.0
811.0,-199.0
810.0,-200.0
809.0,-201.0
808.0,-202.0
807.0,-203.0
806.0,-204.0
805.0,-205.0
804.0,-206.0
803.0,-207.0
802.0,-208.0
801.0,-209.0
800.0,-210.0
799.0,-211.0
798.0,-212.0
797.0,-213.0
796.0,-214.0
795.0,-215.0
794.0,-216.0
793.0,-217.0
792.0,-218.0
791.0,-219.0
790.0,-220.0
789.0,-221.0
788.0,-222.0
787.0,-223.0
786.0,-224.0
785.0,-225.0
784.0,-226.0
783.0,-227.0
782.0,-228.0
781.0,-229.0
780.0,-230.0
779.0,-231.0
778.0,-232.0
777.0,-233.0
776.0,-234.0
775.0,-235.0
774.0,-236.0
773.0,-237.0
772.0,-238.0
771.0,-239.0
770.0,-240.0
769.0,-241.0
768.0,-242.0
767.0,-243.0
766.0,-244.0
765.0,-245.0
764.0,-246.0
763.0,-247.0
762.0,-248.0
761.0,-249.0
760.0,-250.0
860.0,-251.0
859.0,-252.0
858.0,-253.0
857.0,-254.0
856.0,-255.0
855.0,-256.0
955.0,-257.0
954.0,-258.0
953.0,-259.0
952.0,-260.0
951.0,-261.0
950.0,-262.0
949.0,-263.0
948.0,-264.0
947.0,-265.0
1047.0,-266.0
1046.0,-267.0
1045.0,-268.0
1044.0,-269.0
1043.0,-270.0
1042.0,-271.0
1041.0,-272.0
1040.0,-273.0
1039.0,-274.0
1038.0,-275.0
1037.0,-276.0
1036.0,-277.0
1035.0,-278.0
1034.0,-279.0
1134.0,-280.0
1133.0,-281.0
1132.0,-282.0
1131.0,-283.0
1130.0,-284.0
1129.0,-285.0
1229.0,-286.0
1228.0,-287.0
1227.0,-288.0
1226.0,-289.0
1225.0,-290.0
1325.0,-291.0
1324.0,-292.0
1323.0,-293.0
1423.0,-294.0
1422.0,-295.0
1421.0,-296.0
1420.0,-297.0
1419.0,-298.0
1418.0,-299.0
1518.0,-300.0
1517.0,-301.0
1516.0,-302.0
1515.0,-303.0
1514.0,-304.0
1513.0,-305.0
1512.0,-306.0
1511.0,-307.0
1611.0,-308.0
1610.0,-309.0
1609.0,-310.0
1608.0,-311.0
1607.0,-312.0
1606.0,-313.0
1605.0,-314.0
1604.0,-315.0
1603.0,-316.0
1703.0,-317.0
1702.0,-318.0
1701.0,-319.0
1700.0,-320.0
1699.0,-321.0
1698.0,-322.0
1798.0,-323.0
1898.0,-324.0
1897.0,-325.0
1896.0,-326.0
1895.0,-327.0
1894.0,-328.0
1893.0,-329.0
1892.0,-330.0
1891.0,-331.0
1991.0,-332.0
1990.0,-333.0
1989.0,-334.0
1988.0,-335.0
1987.0,-336.0
1986.0,-337.0
1985.0,-338.0
1984.0,-339.0
1983.0,-340.0
1982.0,-341.0
1981.0,-342.0
1980.0,-343.0
1979.0,-344.0
1978.0,-345.0
1977.0,-346.0
1976.0,-347.0
1975.0,-348.0
1974.0,-349.0
1973.0,-350.0
1972.0,-351.0
1971.0,-352.0
1970.0,-353.0
1969.0,-354.0
1968.0,-355.0
1967.0,-356.0
1966.0,-357.0
1965.0,-358.0
1964.0,-359.0
1963.0,-360.0
1962.0,-361.0
1961.0,-362.0
1960.0,-363.0
1959.0,-364.0
1958.0,-365.0
1957.0,-366.0
1956.0,-367.0
1955.0,-368.0
1954.0,-369.0
1953.0,-370.0
1952.0,-371.0
1951.0,-372.0
2051.0,-373.0
2050.0,-374.0
2049.0,-375.0
2149.0,-376.0
2148.0,-377.0
2147.0,-378.0
2146.0,-379.0
2145.0,-380.0
2245.0,-381.0
2244.0,-382.0
2344.0,-383.0
2343.0,-384.0
2342.0,-385.0
2341.0,-386.0
2441.0,-387.0
2440.0,-388.0
2439.0,-389.0
2438.0,-390.0
2437.0,-391.0
2436.0,-392.0
2435.0,-393.0
2434.0,-394.0
2433.0,-395.0
2432.0,-396.0
2431.0,-397.0
2430.0,-398.0
2429.0,-399.0
2428.0,-400.0
2427.0,-401.0
2426.0,-402.0
2425.0,-403.0
2424.0,-404.0
2423.0,-405.0
2422.0,-406.0
2421.0,-407.0
2420.0,-408.0
2419.0,-409.0
2418.0,-410.0
2417.0,-411.0
2416.0,-412.0
2415.0,-413.0
2414.0,-414.0
2413.0,-415.0
2412.0,-416.0
2411.0,-417.0
2410.0,-418.0
2409.0,-419.0
2408.0,-420.0
2407.0,-421.0
2406.0,-422.0
2405.0,-423.0
2404.0,-424.0
2403.0,-425.0
2402.0,-426.0
2401.0,-427.0
2400.0,-428.0
2399.0,-429.0
2398.0,-430.0
2397.0,-431.0
2396.0,-432.0
2395.0,-433.0
2394.0,-434.0
2393.0,-435.0
2392.0,-436.0
2391.0,-437.0
2390.0,-438.0
2389.0,-439.0
2489.0,-440.0
2589.0,-441.0
2588.0,-442.0
2587.0,-443.0
2586.0,-444.0
2585.0,-445.0
2584.0,-446.0
2583.0,-447.0
2582.0,-448.0
2581.0,-449.0
2580.0,-450.0
2579.0,-451.0
2578.0,-452.0
2577.0,-453.0
2576.0,-454.0
2575.0,-455.0
2574.0,-456.0
2573.0,-457.0
2572.0,-458.0
2571.0,-459.0
2570.0,-460.0
2569.0,-461.0
2568.0,-462.0
2567.0,-463.0
2667.0,-464.0
2666.0,-465.0
2665.0,-466.0
2664.0,-467.0
2663.0,-468.0
2662.0,-469.0
2661.0,-470.0
2660.0,-471.0
2659.0,-472.0
2658.0,-473.0
2657.0,-474.0
2656.0,-475.0
2655.0,-476.0
2654.0,-477.0
2653.0,-478.0
2753.0,-479.0
2752.0,-480.0
2751.0,-481.0
2750.0,-482.0
2850.0,-483.0
2849.0,-484.0
2848.0,-485.0
2847.0,-486.0
2846.0,-487.0
2845.0,-488.0
2844.0,-489.0
2843.0,-490.0
2842.0,-491.0
2841.0,-492.0
2840.0,-493.0
2839.0,-494.0
2838.0,-495.0
2837.0,-496.0
2836.0,-497.0
2835.0,-498.0
2935.0,-499.0
2934.0,-500.0
2933.0,-501.0
2932.0,-502.0
2931.0,-503.0
2930.0,-504.0
2929.0,-505.0
2928.0,-506.0
2927.0,-507.0
2926.0,-508.0
2925.0,-509.0
2924.0,-510.0
2923.0,-511.0
2922.0,-512.0
2921.0,-513.0
2920.0,-514.0
2919.0,-515.0
2918.0,-516.0
2917.0,-517.0
2916.0,-518.0
2915.0,-519.0
2914.0,-520.0
2913.0,-521.0
2912.0,-522.0
2911.0,-523.0
2910.0,-524.0
2909.0,-525.0
2908.0,-526.0
2907.0,-527.0
2906.0,-528.0
2905.0,-529.0
2904.0,-530.0
2903.0,-531.0
2902.0,-532.0
2901.0,-533.0
2900.0,-534.0
2899.0,-535.0
2898.0,-536.0
2897.0,-537.0
2896.0,-538.0
2895.0,-539.0
2894.0,-540.0
2893.0,-541.0
2892.0,-542.0
2891.0,-543.0
2890.0,-544.0
2889.0,-545.0
2888.0,-546.0
2887.0,-547.0
2886.0,-548.0
2885.0,-549.0
2884.0,-550.0
2883.0,-551.0
2882.0,-552.0
2881.0,-553.0
2880.0,-554.0
2879.0,-555.0
2878.0,-556.0
2877.0,-557.0
2876.0,-558.0
2875.0,-559.0
2874.0,-560.0
2873.0,-561.0
2872.0,-562.0
2871.0,-563.0
2870.0,-564.0
2869.0,-565.0
2868.0,-566.0
2867.0,-567.0
2866.0,-568.0
2865.0,-569.0
2864.0,-570.0
2863.0,-571.0
2862.0,-572.0
2861.0,-573.0
2860.0,-574.0
2859.0,-575.0
2858.0,-576.0
2857.0,-577.0
2856.0,-578.0
2855.0,-579.0
2854.0,-580.0
2853.0,-581.0
2852.0,-582.0
2851.0,-583.0
2850.0,-584.0
2849.0,-585.0
2848.0,-586.0
2847.0,-587.0
2846.0,-588.0
2845.0,-589.0
2844.0,-590.0
2843.0,-591.0
2842.0,-592.0
2841.0,-593.0
2941.0,-594.0
3041.0,-595.0
3141.0,-596.0
3140.0,-597.0
3139.0,-598.0
3239.0,-599.0
3238.0,-600.0
3237.0,-601.0
3236.0,-602.0
3235.0,-603.0
3234.0,-604.0
3233.0,-605.0
3232.0,-606.0
3231.0,-607.0
3230.0,-608.0
3229.0,-609.0
3228.0,-610.0
3227.0,-611.0
3226.0,-612.0
3326.0,-613.0
3325.0,-614.0
3324.0,-615.0
3323.0,-616.0
3322.0,-617.0
3321.0,-618.0
3320.0,-619.0
3319.0,-620.0
3318.0,-621.0
3317.0,-622.0
3316.0,-623.0
3315.0,-624.0
3314.0,-625.0
3313.0,-626.0
3312.0,-627.0
3311.0,-628.0
3310.0,-629.0
3309.0,-630.0
3308.0,-631.0
3307.0,-632.0
3306.0,-633.0
3305.0,-634.0
3304.0,-635.0
3303.0,-636.0
3302.0,-637.0
3301.0,-638.0
3300.0,-639.0
3400.0,-640.0
3399.0,-641.0
3398.0,-642.0
3397.0,-643.0
3396.0,-644.0
3395.0,-645.0
3394.0,-646.0
3393.0,-647.0
3392.0,-648.0
3391.0,-649.0
3390.0,-650.0
3389.0,-651.0
3388.0,-652.0
3387.0,-653.0
3386.0,-654.0
3385.0,-655.0
3384.0,-656.0
3383.0,-657.0
3382.0,-658.0
3381.0,-659.0
3380.0,-660.0
3379.0,-661.0
3378.0,-662.0
3377.0,-663.0
3376.0,-664.0
3375.0,-665.0
3374.0,-666.0
3373.0,-667.0
3372.0,-668.0
3371.0,-669.0
3370.0,-670.0
3369.0,-671.0
3368.0,-672.0
3367.0,-673.0
3366.0,-674.0
3365.0,-675.0
3364.0,-676.0
3363.0,-677.0
3362.0,-678.0
3361.0,-679.0
3360.0,-680.0
3359.0,-681.0
3358.0,-682.0
3357.0,-683.0
3356.0,-684.0
3355.0,-685.0
3354.0,-686.0
3353.0,-687.0
3352.0,-688.0
3351.0,-689.0
3350.0,-690.0
3349.0,-691.0
3348.0,-692.0
3347.0,-693.0
3346.0,-694.0
3345.0,-695.0
3344.0,-696.0
3343.0,-697.0
3342.0,-698.0
3341.0,-699.0
3340.0,-700.0
3339.0,-701.0
3338.0,-702.0
3337.0,-703.0
3336.0,-704.0
3335.0,-705.0
3334.0,-706.0
3333.0,-707.0
3332.0,-708.0
3331.0,-709.0
3431.0,-710.0
3430.0,-711.0
3429.0,-712.0
3428.0,-713.0
3427.0,-714.0
3426.0,-715.0
3425.0,-716.0
3424.0,-717.0
3423.0,-718.0
3422.0,-719.0
3421.0,-720.0
3420.0,-721.0
3419.0,-722.0
3418.0,-723.0
3417.0,-724.0
3416.0,-725.0
3415.0,-726.0
3414.0,-727.0
3413.0,-728.0
3412.0,-729.0
3411.0,-730.0
3410.0,-731.0
3409.0,-732.0
3408.0,-733.0
3407.0,-734.0
3406.0,-735.0
3405.0,-736.0
3404.0,-737.0
3403.0,-738.0
3402.0,-739.0
3401.0,-740.0
3400.0,-741.0
3399.0,-742.0
3398.0,-743.0
3397.0,-744.0
3396.0,-745.0
3395.0,-746.0
3394.0,-747.0
3393.0,-748.0
3392.0,-749.0
3391.0,-750.0
3390.0,-751.0
3389.0,-752.0
3388.0,-753.0
3387.0,-754.0
3386.0,-755.0
3385.0,-756.0
3384.0,-757.0
3383.0,-758.0
3382.0,-759.0
3381.0,-760.0
3380.0,-761.0
3379.0,-762.0
3378.0,-763.0
3377.0,-764.0
3376.0,-765.0
3375.0,-766.0
3374.0,-767.0
3373.0,-768.0
3372.0,-769.0
3371.0,-770.0
3370.0,-771.0
3369.0,-772.0
3368.0,-773.0
3367.0,-774.0
3366.0,-775.0
3365.0,-776.0
3364.0,-777.0
3363.0,-778.0
3362.0,-779.0
3361.0,-780.0
3360.0,-781.0
3359.0,-782.0
3358.0,-783.0
3357.0,-784.0
3356.0,-785.0
3355.0,-786.0
3354.0,-787.0
3353.0,-788.0
3352.0,-789.0
3351.0,-790.0
3350.0,-791.0
3349.0,-792.0
3348.0,-793.0
3347.0,-794.0
3346.0,-795.0
3345.0,-796.0
3344.0,-797.0
3343.0,-798.0
3342.0,-799.0
3341.0,-800.0
3340.0,-801.0
3339.0,-802.0
3338.0,-803.0
3337.0,-804.0
3437.0,-805.0
3436.0,-806.0
3435.0,-807.0
3535.0,-808.0
3534.0,-809.0
