Deep Learning Agent (136),Deep Learning Agent (136)
0.0,0.0
0.0,0.0
0.0,0.0
-1.0,0.0
-2.0,0.0
-3.0,0.0
-3.0,0.0
-4.0,-1.0
-5.0,-2.0
-6.0,-3.0
-7.0,-4.0
-8.0,-5.0
-9.0,-6.0
-10.0,-7.0
-11.0,-8.0
-12.0,-9.0
-13.0,-10.0
-13.0,-10.0
-13.0,-10.0
-13.0,-10.0
-13.0,-10.0
-13.0,-11.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-13.0,-12.0
-14.0,-12.0
-15.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-16.0,-12.0
-17.0,-12.0
-18.0,-12.0
-19.0,-13.0
-20.0,-14.0
-21.0,-15.0
-21.0,-16.0
-21.0,-17.0
-22.0,-18.0
-23.0,-19.0
-24.0,-20.0
-25.0,-21.0
-25.0,-22.0
-25.0,-23.0
-25.0,-24.0
-25.0,-25.0
-25.0,-26.0
-25.0,-27.0
-25.0,-28.0
-25.0,-29.0
-25.0,-30.0
-25.0,-31.0
-25.0,-31.0
-25.0,-32.0
-25.0,-33.0
-25.0,-34.0
-25.0,-35.0
-25.0,-36.0
-25.0,-37.0
-26.0,-38.0
-27.0,-39.0
-28.0,-40.0
-29.0,-41.0
-30.0,-42.0
-31.0,-43.0
-32.0,-44.0
-33.0,-45.0
-33.0,-45.0
